gx,gy,gz,x,y,z
0,-1,0,-62,2,-17
0,-1,0,-62,2,-18
0,-1,0,-62,1,-18
0,-1,0,-62,2,-16
0,-1,0,-62,2,-16
0,-1,0,-62,2,-17
0,-1,0,-62,2,-16
0,-1,0,-63,2,-16
0,-1,0,-62,2,-16
0,-1,0,-62,2,-16
0,-1,0,-62,2,-16
0,-1,0,-62,2,-17
0,-1,0,-63,1,-16
0,-1,0,-63,2,-15
0,-2,0,-62,2,-15
0,-2,0,-62,2,-16
0,-1,0,-62,2,-15
0,-1,0,-63,2,-14
0,-1,0,-62,2,-15
0,-1,0,-62,2,-15
0,-1,0,-63,2,-14
0,-2,0,-62,2,-14
1,-1,0,-62,2,-14
1,0,0,-63,2,-13
0,0,0,-63,2,-13
0,0,0,-64,3,-13
0,-1,0,-64,3,-13
0,-1,0,-65,2,-12
0,-2,0,-63,3,-12
-1,-1,0,-63,2,-13
-1,-1,0,-64,3,-12
-1,-1,0,-64,2,-12
-1,-1,0,-63,2,-12
-1,-1,0,-63,1,-12
-1,-1,-1,-63,2,-12
0,-1,-1,-63,3,-12
0,-1,0,-63,3,-9
0,-1,0,-63,3,-10
0,-1,0,-63,2,-11
0,-1,0,-63,3,-12
0,-1,0,-63,3,-11
0,-1,0,-63,3,-10
0,-1,0,-63,3,-10
0,-1,0,-64,3,-9
1,-1,0,-64,5,-7
0,-1,0,-63,4,-9
0,-1,0,-64,3,-9
0,-1,0,-65,4,-9
0,-1,0,-64,5,-9
0,0,0,-64,5,-9
0,0,0,-64,3,-9
0,0,-1,-64,3,-11
0,0,0,-64,4,-11
0,0,0,-64,4,-10
0,0,0,-63,4,-10
1,0,0,-63,4,-11
1,0,0,-64,4,-10
1,0,0,-63,3,-10
0,0,0,-64,4,-11
0,0,0,-64,5,-10
0,0,0,-64,4,-11
0,0,0,-63,4,-11
0,0,0,-62,3,-12
0,1,-1,-64,4,-11
0,0,-1,-65,4,-11
0,0,-1,-64,4,-11
0,0,-1,-63,4,-11
0,-1,0,-63,4,-12
0,0,0,-64,3,-12
0,0,-1,-63,3,-12
0,0,-1,-63,3,-13
0,-1,0,-63,4,-12
0,-1,0,-63,3,-12
0,-1,0,-63,3,-12
0,-1,0,-64,4,-13
0,0,0,-63,4,-12
0,-1,0,-62,3,-11
0,0,0,-63,3,-12
1,0,0,-64,4,-13
1,0,0,-63,3,-12
1,0,0,-63,3,-11
0,0,0,-62,3,-13
0,0,0,-62,4,-13
1,0,0,-64,4,-12
1,0,0,-63,3,-13
0,0,0,-63,4,-12
0,0,0,-63,4,-13
0,0,0,-63,3,-13
0,0,0,-64,4,-12
0,0,0,-64,4,-12
0,0,0,-63,3,-13
0,0,0,-63,3,-14
0,0,0,-63,4,-13
0,-1,0,-63,3,-13
0,-1,0,-63,3,-14
0,-1,0,-63,3,-15
1,0,0,-63,3,-15
1,0,0,-63,4,-14
1,0,0,-63,5,-13
1,0,0,-63,5,-13
1,0,0,-63,5,-13
1,0,0,-63,5,-14
1,0,0,-63,4,-14
1,0,-1,-62,5,-14
1,0,-1,-63,5,-14
1,0,-1,-63,4,-15
1,-1,0,-63,4,-14
1,0,-1,-63,3,-14
1,0,-1,-62,4,-14
1,0,-1,-63,4,-14
1,0,0,-63,3,-14
1,0,0,-63,4,-15
1,0,0,-62,4,-15
1,0,0,-62,4,-15
0,0,0,-62,3,-15
1,0,0,-62,4,-15
1,0,0,-63,4,-15
1,0,0,-63,5,-15
1,0,0,-63,5,-14
0,-1,0,-63,5,-15
0,-1,0,-63,5,-16
0,-1,0,-63,5,-15
0,-1,0,-63,4,-16
0,0,-1,-62,4,-16
0,0,-1,-61,5,-15
0,-1,-1,-62,5,-15
0,-1,-1,-62,5,-15
0,-1,-1,-62,4,-16
0,-1,0,-62,4,-15
0,-1,0,-62,4,-14
0,0,0,-62,4,-15
1,0,0,-62,4,-15
1,0,0,-63,3,-15
1,-1,0,-63,4,-15
1,0,0,-63,4,-15
0,0,0,-62,4,-15
0,0,0,-63,4,-15
0,-1,0,-63,5,-15
0,-1,0,-63,5,-15
0,-1,0,-63,6,-14
0,-1,0,-64,5,-15
0,-1,0,-64,5,-15
0,-1,0,-63,5,-14
0,-1,-1,-63,5,-15
0,-1,-1,-62,4,-15
0,-1,-1,-63,5,-15
0,-1,-1,-63,4,-15
0,-1,-1,-62,3,-15
0,0,-1,-62,3,-15
0,0,-1,-62,3,-15
1,0,-1,-62,3,-15
1,0,-1,-63,3,-15
1,-1,0,-63,4,-15
1,0,0,-63,4,-15
1,0,0,-62,4,-15
1,-1,0,-61,4,-15
1,-1,0,-61,4,-15
0,-1,0,-62,4,-15
1,-1,0,-61,4,-15
1,-1,0,-62,5,-15
1,-1,0,-62,5,-15
0,-1,0,-62,6,-14
0,-1,0,-63,3,-15
0,-1,0,-62,6,-15
0,-1,0,-63,6,-14
0,-1,0,-63,7,-14
0,-1,0,-63,6,-15
1,-1,0,-62,5,-14
1,-1,0,-63,4,-15
1,-1,-1,-63,4,-14
1,0,-1,-63,5,-14
1,-1,-1,-62,6,-14
1,-1,0,-62,5,-14
1,-1,0,-62,4,-14
1,-1,0,-62,4,-14
1,-1,0,-62,5,-13
1,-1,0,-62,5,-13
1,-1,0,-61,4,-14
1,0,0,-62,5,-14
1,0,0,-63,6,-13
1,0,0,-64,7,-13
1,0,0,-64,7,-13
1,-1,0,-64,5,-14
0,-1,-1,-65,3,-14
0,-2,0,-64,3,-14
0,-2,0,-62,4,-13
0,-2,0,-61,4,-13
0,-1,0,-61,5,-12
0,-1,0,-64,5,-12
0,-1,0,-64,4,-12
0,-1,0,-63,4,-12
0,-1,0,-64,4,-12
0,-1,0,-64,5,-12
0,0,0,-63,5,-11
0,-1,0,-65,6,-11
0,-1,0,-64,6,-11
0,-1,0,-63,6,-10
0,-1,0,-64,7,-10
0,-1,0,-63,5,-11
0,-1,0,-63,6,-11
0,-1,0,-64,6,-11
0,-1,0,-63,5,-11
0,-1,0,-64,6,-10
-1,-1,0,-63,7,-10
-1,-2,0,-63,6,-9
-1,-2,0,-64,6,-9
-1,-1,0,-64,5,-9
0,-1,0,-62,6,-9
0,-1,0,-64,7,-8
0,-1,0,-64,7,-8
0,-1,0,-64,7,-8
0,-1,0,-64,7,-7
0,-1,0,-63,6,-7
0,-1,0,-63,8,-6
0,-2,0,-64,8,-6
0,-2,0,-63,7,-6
0,-1,0,-65,7,-6
0,-1,0,-64,8,-6
0,-1,0,-63,9,-5
-1,-1,0,-63,9,-5
-1,-1,0,-63,8,-5
-1,-1,0,-65,8,-6
-1,-1,0,-64,8,-6
-1,-1,0,-63,11,-4
-1,-1,0,-64,10,-4
-1,-1,0,-63,9,-3
0,-1,0,-64,10,-3
0,-1,0,-64,10,-3
0,-1,0,-64,9,-3
0,-1,0,-64,9,-4
0,-1,0,-63,10,-3
0,-1,0,-62,11,-4
0,-1,0,-62,11,-4
0,-1,0,-62,10,-4
0,-1,0,-62,10,-5
0,-1,0,-62,10,-5
